Municipio,Codigo ,Total
Jussiape,  2 918 605 ,   7 379
Lafaiete Coutinho,  2 918 704 ,   4 075
Lagoa Real,  2 918 753 ,   14 105
Laje,  2 918 803 ,   21 052
Lajedão,  2 918 902 ,   3 845
Lajedinho,  2 919 009 ,   3 527
Lajedo do Tabocal,  2 919 058 ,   7 494
Lamarão,  2 919 108 ,   9 015
Lapão,  2 919 157 ,   25 736
Lauro de Freitas,  2 919 207 ,   203 331
Lençóis,  2 919 306 ,   10 774
Licínio de Almeida,  2 919 405 ,   11 834
Livramento de Nossa Senhora,  2 919 504 ,   43 903
Luís Eduardo Magalhães,  2 919 553 ,   107 909
Macajuba,  2 919 603 ,   10 454
Macarani,  2 919 702 ,   21 599
Macaúbas,  2 919 801 ,   41 859
Macururé,  2 919 900 ,   7 256
Madre de Deus,  2 919 926 ,   18 504
Maetinga,  2 919 959 ,   6 973
Maiquinique,  2 920 007 ,   8 731
Mairi,  2 920 106 ,   17 674
Malhada,  2 920 205 ,   15 398
Malhada de Pedras,  2 920 304 ,   8 670
Manoel Vitorino,  2 920 403 ,   13 860
Mansidão,  2 920 452 ,   13 919
Maracás,  2 920 502 ,   27 620
Maragogipe,  2 920 601 ,   35 859
Maraú,  2 920 700 ,   24 527
Marcionílio Souza,  2 920 809 ,   9 267
Mascote,  2 920 908 ,   13 544
Mata de São João,  2 921 005 ,   42 566
Matina,  2 921 054 ,   10 330
Medeiros Neto,  2 921 104 ,   22 194
Miguel Calmon,  2 921 203 ,   24 661
Milagres,  2 921 302 ,   11 071
Mirangaba,  2 921 401 ,   15 734
Mirante,  2 921 450 ,   10 187
Monte Santo,  2 921 500 ,   47 780
Morpará,  2 921 609 ,   7 996
Morro do Chapéu,  2 921 708 ,   33 594
Mortugaba,  2 921 807 ,   11 143
Mucugê,  2 921 906 ,   12 137
Mucuri,  2 922 003 ,   37 977
Mulungu do Morro,  2 922 052 ,   13 152
Mundo Novo,  2 922 102 ,   17 305
Muniz Ferreira,  2 922 201 ,   7 190
Muquém do São Francisco,  2 922 250 ,   10 443
Muritiba,  2 922 300 ,   28 707
Mutuípe,  2 922 409 ,   20 037
Nazaré,  2 922 508 ,   27 060
Nilo Peçanha,  2 922 607 ,   12 063
Nordestina,  2 922 656 ,   18 523
Nova Canaã,  2 922 706 ,   13 715
Nova Fátima,  2 922 730 ,   7 967
Nova Ibiá,  2 922 755 ,   6 501
Nova Itarana,  2 922 805 ,   7 780
Nova Redenção,  2 922 854 ,   7 538
Nova Soure,  2 922 904 ,   24 236
Nova Viçosa,  2 923 001 ,   39 509
Novo Horizonte,  2 923 035 ,   11 162
Novo Triunfo,  2 923 050 ,   10 660
Olindina,  2 923 100 ,   22 633
Oliveira dos Brejinhos,  2 923 209 ,   20 715
Ouriçangas,  2 923 308 ,   7 716
Ourolândia,  2 923 357 ,   19 243
Palmas de Monte Alto,  2 923 407 ,   20 078
Palmeiras,  2 923 506 ,   10 339
Paramirim,  2 923 605 ,   20 351
Paratinga,  2 923 704 ,   29 252
Paripiranga,  2 923 803 ,   26 604
Pau Brasil,  2 923 902 ,   9 370
Paulo Afonso,  2 924 009 ,   112 870
Pé de Serra,  2 924 058 ,   13 243
Pedrão,  2 924 108 ,   6 235
Pedro Alexandre,  2 924 207 ,   13 954
Piatã,  2 924 306 ,   20 086
Pilão Arcado,  2 924 405 ,   35 357
Pindaí,  2 924 504 ,   14 731
Pindobaçu,  2 924 603 ,   19 083
Pintadas,  2 924 652 ,   10 325
Piraí do Norte,  2 924 678 ,   10 974
Piripá,  2 924 702 ,   9 152
Piritiba,  2 924 801 ,   17 566
Planaltino,  2 924 900 ,   8 022
Planalto,  2 925 006 ,   23 334
Poções,  2 925 105 ,   48 293
Pojuca,  2 925 204 ,   32 136
Ponto Novo,  2 925 253 ,   17 938
Porto Seguro,  2 925 303 ,   168 326
Potiraguá,  2 925 402 ,   10 274
Prado,  2 925 501 ,   35 003
Presidente Dutra,  2 925 600 ,   15 130
Presidente Jânio Quadros,  2 925 709 ,   12 621
Presidente Tancredo Neves,  2 925 758 ,   27 734
Queimadas,  2 925 808 ,   25 988
Quijingue,  2 925 907 ,   25 272
Quixabeira,  2 925 931 ,   9 461
Rafael Jambeiro,  2 925 956 ,   19 662
Remanso,  2 926 004 ,   40 586
Retirolândia,  2 926 103 ,   13 651
Riachão das Neves,  2 926 202 ,   21 642
Riachão do Jacuípe,  2 926 301 ,   33 386
Riacho de Santana,  2 926 400 ,   30 711
Ribeira do Amparo,  2 926 509 ,   13 841
Ribeira do Pombal,  2 926 608 ,   54 010
Ribeirão do Largo,  2 926 657 ,   9 740
Rio de Contas,  2 926 707 ,   13 184
Rio do Antônio,  2 926 806 ,   13 146
Rio do Pires,  2 926 905 ,   10 497
Rio Real,  2 927 002 ,   35 362
Rodelas,  2 927 101 ,   10 308
Ruy Barbosa,  2 927 200 ,   28 282
Salinas da Margarida,  2 927 309 ,   14 987
Salvador,  2 927 408 ,  2 417 678
Santa Bárbara,  2 927 507 ,   20 952
Santa Brígida,  2 927 606 ,   14 965
Santa Cruz Cabrália,  2 927 705 ,   29 185
Santa Cruz da Vitória,  2 927 804 ,   4 681
Santa Inês,  2 927 903 ,   10 300
Santaluz,  2 928 000 ,   37 834
Santa Luzia,  2 928 059 ,   13 896
Santa Maria da Vitória,  2 928 109 ,   38 604
Santana,  2 928 208 ,   24 755
Santanópolis,  2 928 307 ,   8 716
Santa Rita de Cássia,  2 928 406 ,   27 390
Santa Terezinha,  2 928 505 ,   10 441
Santo Amaro,  2 928 604 ,   56 012
Santo Antônio de Jesus,  2 928 703 ,   103 055
Santo Estêvão,  2 928 802 ,   52 276
São Desidério,  2 928 901 ,   32 828
São Domingos,  2 928 950 ,   8 426
São Félix,  2 929 008 ,   11 026
São Félix do Coribe,  2 929 057 ,   15 194
São Felipe,  2 929 107 ,   20 283
São Francisco do Conde,  2 929 206 ,   38 733
São Gabriel,  2 929 255 ,   18 600
São Gonçalo dos Campos,  2 929 305 ,   39 513
São José da Vitória,  2 929 354 ,   5 315
São José do Jacuípe,  2 929 370 ,   10 187
São Miguel das Matas,  2 929 404 ,   10 334
São Sebastião do Passé,  2 929 503 ,   40 958
Sapeaçu,  2 929 602 ,   17 963
Sátiro Dias,  2 929 701 ,   16 008
Saubara,  2 929 750 ,   11 438
Saúde,  2 929 800 ,   10 478
Seabra,  2 929 909 ,   46 160
Sebastião Laranjeiras,  2 930 006 ,   9 360
Senhor do Bonfim,  2 930 105 ,   74 523
Serra do Ramalho,  2 930 154 ,   34 222
Sento Sé,  2 930 204 ,   38 154
Serra Dourada,  2 930 303 ,   17 066
Serra Preta,  2 930 402 ,   17 996
Serrinha,  2 930 501 ,   80 435
Serrolândia,  2 930 600 ,   13 335
Simões Filho,  2 930 709 ,   114 559
Sítio do Mato,  2 930 758 ,   13 408
Sítio do Quinto,  2 930 766 ,   14 773
Sobradinho,  2 930 774 ,   25 475
Souto Soares,  2 930 808 ,   17 054
Tabocas do Brejo Velho,  2 930 907 ,   11 979
Tanhaçu,  2 931 004 ,   21 006
Tanque Novo,  2 931 053 ,   17 158
Tanquinho,  2 931 103 ,   7 717
Taperoá,  2 931 202 ,   18 044
Tapiramutá,  2 931 301 ,   15 818
Teixeira de Freitas,  2 931 350 ,   145 216
Teodoro Sampaio,  2 931 400 ,   7 110
Teofilândia,  2 931 509 ,   21 176
Teolândia,  2 931 608 ,   15 332
Terra Nova,  2 931 707 ,   10 798
Tremedal,  2 931 806 ,   16 296
Tucano,  2 931 905 ,   48 736
Uauá,  2 932 002 ,   24 665
Ubaíra,  2 932 101 ,   18 626
Ubaitaba,  2 932 200 ,   17 596
Ubatã,  2 932 309 ,   16 094
Uibaí,  2 932 408 ,   13 432
Umburanas,  2 932 457 ,   13 642
Una,  2 932 507 ,   18 131
Urandi,  2 932 606 ,   15 355
Uruçuca,  2 932 705 ,   21 420
Utinga,  2 932 804 ,   16 277
Valença,  2 932 903 ,   85 655
Valente,  2 933 000 ,   24 362
Várzea da Roça,  2 933 059 ,   13 800
Várzea do Poço,  2 933 109 ,   8 101
Várzea Nova,  2 933 158 ,   13 377
Varzedo,  2 933 174 ,   9 913
Vera Cruz,  2 933 208 ,   42 529
Vereda,  2 933 257 ,   6 003
Vitória da Conquista,  2 933 307 ,   370 879
Wagner,  2 933 406 ,   9 503
Wanderley,  2 933 455 ,   12 968
Wenceslau Guimarães,  2 933 505 ,   24 474
Xique-Xique,  2 933 604 ,   44 757
Abadia dos Dourados,  3 100 104 ,   6 272
Abaeté,  3 100 203 ,   22 675
Abre Campo,  3 100 302 ,   13 927
Acaiaca,  3 100 401 ,   3 909
Açucena,  3 100 500 ,   8 943
Água Boa,  3 100 609 ,   12 589
Água Comprida,  3 100 708 ,   2 108
Aguanil,  3 100 807 ,   4 357
Águas Formosas,  3 100 906 ,   18 448
Águas Vermelhas,  3 101 003 ,   14 037
Aimorés,  3 101 102 ,   25 269
Aiuruoca,  3 101 201 ,   6 233
Alagoa,  3 101 300 ,   2 749
Albertina,  3 101 409 ,   2 952
Além Paraíba,  3 101 508 ,   30 717
Alfenas,  3 101 607 ,   78 970
Alfredo Vasconcelos,  3 101 631 ,   6 931
Almenara,  3 101 706 ,   40 364
Alpercata,  3 101 805 ,   6 903
Alpinópolis,  3 101 904 ,   18 300
Alterosa,  3 102 001 ,   13 915
Alto Caparaó,  3 102 050 ,   5 795
Alto Rio Doce,  3 102 100 ,   10 891
Alvarenga,  3 102 209 ,   3 975
Alvinópolis,  3 102 308 ,   15 059
Alvorada de Minas,  3 102 407 ,   4 159
Amparo do Serra,  3 102 506 ,   4 541
Andradas,  3 102 605 ,   40 553
Cachoeira de Pajeú,  3 102 704 ,   9 110
Andrelândia,  3 102 803 ,   11 927
Angelândia,  3 102 852 ,   7 718
Antônio Carlos,  3 102 902 ,   11 095
Antônio Dias,  3 103 009 ,   9 219
Antônio Prado de Minas,  3 103 108 ,   1 538
Araçaí,  3 103 207 ,   2 181
Aracitaba,  3 103 306 ,   2 049
Araçuaí,  3 103 405 ,   34 297
Araguari,  3 103 504 ,   117 808
Arantina,  3 103 603 ,   2 915
Araponga,  3 103 702 ,   8 048
Araporã,  3 103 751 ,   8 479
Arapuá,  3 103 801 ,   2 631
Araújos,  3 103 900 ,   9 199
Araxá,  3 104 007 ,   111 691
Arceburgo,  3 104 106 ,   9 177
Arcos,  3 104 205 ,   41 416
Areado,  3 104 304 ,   13 881
Argirita,  3 104 403 ,   2 688
Aricanduva,  3 104 452 ,   4 719
Arinos,  3 104 502 ,   17 272
Astolfo Dutra,  3 104 601 ,   14 138
Ataléia,  3 104 700 ,   13 736
Augusto de Lima,  3 104 809 ,   4 538
Baependi,  3 104 908 ,   18 366
Baldim,  3 105 004 ,   7 492
Bambuí,  3 105 103 ,   23 546
Bandeira,  3 105 202 ,   4 741
Bandeira do Sul,  3 105 301 ,   5 943
Barão de Cocais,  3 105 400 ,   30 778
Barão de Monte Alto,  3 105 509 ,   4 964
Barbacena,  3 105 608 ,   125 317
Barra Longa,  3 105 707 ,   5 666
Barroso,  3 105 905 ,   20 080
Bela Vista de Minas,  3 106 002 ,   10 167
Belmiro Braga,  3 106 101 ,   3 244
Belo Horizonte,  3 106 200 ,  2 315 560
Belo Oriente,  3 106 309 ,   23 928
Belo Vale,  3 106 408 ,   8 627
Berilo,  3 106 507 ,   9 826
Bertópolis,  3 106 606 ,   4 451
Berizal,  3 106 655 ,   4 201
Betim,  3 106 705 ,   411 846
Bias Fortes,  3 106 804 ,   3 361
Bicas,  3 106 903 ,   13 978
Biquinhas,  3 107 000 ,   2 383
Boa Esperança,  3 107 109 ,   39 848
Bocaina de Minas,  3 107 208 ,   5 348
Bocaiúva,  3 107 307 ,   48 032
Bom Despacho,  3 107 406 ,   51 737
Bom Jardim de Minas,  3 107 505 ,   6 783
Bom Jesus da Penha,  3 107 604 ,   4 474
Bom Jesus do Amparo,  3 107 703 ,   5 631
Bom Jesus do Galho,  3 107 802 ,   14 536
Bom Repouso,  3 107 901 ,   12 649
Bom Sucesso,  3 108 008 ,   17 151
Bonfim,  3 108 107 ,   7 434
Bonfinópolis de Minas,  3 108 206 ,   5 528
Bonito de Minas,  3 108 255 ,   10 204
Borda da Mata,  3 108 305 ,   17 404
Botelhos,  3 108 404 ,   14 828
Botumirim,  3 108 503 ,   5 790
Brasilândia de Minas,  3 108 552 ,   15 020
Brasília de Minas,  3 108 602 ,   32 025
Brás Pires,  3 108 701 ,   4 260
Braúnas,  3 108 800 ,   4 441
Brazópolis,  3 108 909 ,   14 246
Brumadinho,  3 109 006 ,   38 915
Bueno Brandão,  3 109 105 ,   10 911
Buenópolis,  3 109 204 ,   9 150
Bugre,  3 109 253 ,   4 041
Buritis,  3 109 303 ,   24 030
Buritizeiro,  3 109 402 ,   23 910
Cabeceira Grande,  3 109 451 ,   6 627
Cabo Verde,  3 109 501 ,   11 410
Cachoeira da Prata,  3 109 600 ,   3 693
Cachoeira de Minas,  3 109 709 ,   11 883
Cachoeira Dourada,  3 109 808 ,   2 315
Caetanópolis,  3 109 907 ,   11 435
Caeté,  3 110 004 ,   38 776
Caiana,  3 110 103 ,   5 304
Cajuri,  3 110 202 ,   4 088
Caldas,  3 110 301 ,   14 217
Camacho,  3 110 400 ,   2 838
Camanducaia,  3 110 509 ,   26 097
Cambuí,  3 110 608 ,   29 536
Cambuquira,  3 110 707 ,   12 313
Campanário,  3 110 806 ,   2 923
Campanha,  3 110 905 ,   15 935
Campestre,  3 111 002 ,   20 696
Campina Verde,  3 111 101 ,   18 011
Campo Azul,  3 111 150 ,   3 714
Campo Belo,  3 111 200 ,   52 277
Campo do Meio,  3 111 309 ,   11 377
Campo Florido,  3 111 408 ,   8 466
Campos Altos,  3 111 507 ,   12 979
Campos Gerais,  3 111 606 ,   26 105
Canaã,  3 111 705 ,   4 715
Canápolis,  3 111 804 ,   10 608
Cana Verde,  3 111 903 ,   5 272
Candeias,  3 112 000 ,   14 001
Cantagalo,  3 112 059 ,   3 974
Caparaó,  3 112 109 ,   5 048
Capela Nova,  3 112 208 ,   4 362
Capelinha,  3 112 307 ,   39 626
Capetinga,  3 112 406 ,   6 562
Capim Branco,  3 112 505 ,   10 663
Capinópolis,  3 112 604 ,   14 655
Capitão Andrade,  3 112 653 ,   4 585
Capitão Enéas,  3 112 703 ,   14 108
Capitólio,  3 112 802 ,   10 380
Caputira,  3 112 901 ,   8 936
Caraí,  3 113 008 ,   19 548
Caranaíba,  3 113 107 ,   2 933
Carandaí,  3 113 206 ,   23 812
Carangola,  3 113 305 ,   31 240
Caratinga,  3 113 404 ,   87 360
Carbonita,  3 113 503 ,   8 512
Careaçu,  3 113 602 ,   6 816
Carlos Chagas,  3 113 701 ,   18 615
Carmésia,  3 113 800 ,   2 605
Carmo da Cachoeira,  3 113 909 ,   11 547
Carmo da Mata,  3 114 006 ,   11 019
Carmo de Minas,  3 114 105 ,   13 797
Carmo do Cajuru,  3 114 204 ,   23 479
Carmo do Paranaíba,  3 114 303 ,   29 011
Carmo do Rio Claro,  3 114 402 ,   20 954
Carmópolis de Minas,  3 114 501 ,   18 003
Carneirinho,  3 114 550 ,   9 422
Carrancas,  3 114 600 ,   4 049
Carvalhópolis,  3 114 709 ,   3 341
Carvalhos,  3 114 808 ,   4 422
Casa Grande,  3 114 907 ,   2 214
Cascalho Rico,  3 115 003 ,   2 712
Cássia,  3 115 102 ,   17 155
Conceição da Barra de Minas,  3 115 201 ,   3 560
Cataguases,  3 115 300 ,   66 261
Catas Altas,  3 115 359 ,   5 473
Catas Altas da Noruega,  3 115 409 ,   3 110
Catuji,  3 115 458 ,   7 030
Catuti,  3 115 474 ,   4 739
Caxambu,  3 115 508 ,   21 056
Cedro do Abaeté,  3 115 607 ,   1 081
Central de Minas,  3 115 706 ,   6 171
Centralina,  3 115 805 ,   10 207
Chácara,  3 115 904 ,   3 075
Chalé,  3 116 001 ,   6 075
Chapada do Norte,  3 116 100 ,   10 337
Chapada Gaúcha,  3 116 159 ,   12 355
Chiador,  3 116 209 ,   2 800
Cipotânea,  3 116 308 ,   5 581
Claraval,  3 116 407 ,   4 658
Claro dos Poções,  3 116 506 ,   7 166
Cláudio,  3 116 605 ,   30 159
Coimbra,  3 116 704 ,   7 117
Coluna,  3 116 803 ,   8 163
Comendador Gomes,  3 116 902 ,   2 773
Comercinho,  3 117 009 ,   6 660
Conceição da Aparecida,  3 117 108 ,   10 371
Conceição das Pedras,  3 117 207 ,   2 772
Conceição das Alagoas,  3 117 306 ,   28 381
Conceição de Ipanema,  3 117 405 ,   4 409
Conceição do Mato Dentro,  3 117 504 ,   23 163
Conceição do Pará,  3 117 603 ,   5 415
Conceição do Rio Verde,  3 117 702 ,   12 541
Conceição dos Ouros,  3 117 801 ,   10 880
Cônego Marinho,  3 117 836 ,   7 237
Confins,  3 117 876 ,   7 350
Congonhal,  3 117 900 ,   11 083
Congonhas,  3 118 007 ,   52 890
Congonhas do Norte,  3 118 106 ,   4 831
Conquista,  3 118 205 ,   6 694
Conselheiro Lafaiete,  3 118 304 ,   131 621
Conselheiro Pena,  3 118 403 ,   20 824
Consolação,  3 118 502 ,   1 563
Contagem,  3 118 601 ,   621 863
Coqueiral,  3 118 700 ,   9 023
Coração de Jesus,  3 118 809 ,   25 377
Cordisburgo,  3 118 908 ,   7 547
Cordislândia,  3 119 005 ,   3 200
Corinto,  3 119 104 ,   23 532
Coroaci,  3 119 203 ,   10 884
Coromandel,  3 119 302 ,   28 894
Coronel Fabriciano,  3 119 401 ,   104 736
Coronel Murta,  3 119 500 ,   8 200
Coronel Pacheco,  3 119 609 ,   2 762
Coronel Xavier Chaves,  3 119 708 ,   3 486
Córrego Danta,  3 119 807 ,   2 960
Córrego do Bom Jesus,  3 119 906 ,   4 272
Córrego Fundo,  3 119 955 ,   6 133
Córrego Novo,  3 120 003 ,   2 875
Couto de Magalhães de Minas,  3 120 102 ,   4 245
Crisólita,  3 120 151 ,   5 265
Cristais,  3 120 201 ,   12 197
Cristália,  3 120 300 ,   5 121
Cristiano Otoni,  3 120 409 ,   4 667
Cristina,  3 120 508 ,   10 374
Crucilândia,  3 120 607 ,   5 434
Cruzeiro da Fortaleza,  3 120 706 ,   3 521
Cruzília,  3 120 805 ,   15 362
Cuparaque,  3 120 839 ,   3 983
Curral de Dentro,  3 120 870 ,   7 406
Curvelo,  3 120 904 ,   80 665
Datas,  3 121 001 ,   5 465
Delfim Moreira,  3 121 100 ,   7 952
Delfinópolis,  3 121 209 ,   8 393
Delta,  3 121 258 ,   10 494
Descoberto,  3 121 308 ,   4 928
Desterro de Entre Rios,  3 121 407 ,   7 653
Desterro do Melo,  3 121 506 ,   2 994
Diamantina,  3 121 605 ,   47 702
Diogo de Vasconcelos,  3 121 704 ,   3 549
Dionísio,  3 121 803 ,   6 847
Divinésia,  3 121 902 ,   4 226
Divino,  3 122 009 ,   20 706
Divino das Laranjeiras,  3 122 108 ,   4 178
Divinolândia de Minas,  3 122 207 ,   6 516
Divinópolis,  3 122 306 ,   231 091
Divisa Alegre,  3 122 355 ,   6 321
Divisa Nova,  3 122 405 ,   5 851
Divisópolis,  3 122 454 ,   10 213
Dom Bosco,  3 122 470 ,   3 697
Dom Cavati,  3 122 504 ,   4 904
Dom Joaquim,  3 122 603 ,   4 899
Dom Silvério,  3 122 702 ,   5 228
Dom Viçoso,  3 122 801 ,   3 095
Dona Euzébia,  3 122 900 ,   6 093
Dores de Campos,  3 123 007 ,   10 007
Dores de Guanhães,  3 123 106 ,   5 029
Dores do Indaiá,  3 123 205 ,   12 630
Dores do Turvo,  3 123 304 ,   4 987
Doresópolis,  3 123 403 ,   1 461
Douradoquara,  3 123 502 ,   1 829
Durandé,  3 123 528 ,   7 817
Elói Mendes,  3 123 601 ,   26 336
Engenheiro Caldas,  3 123 700 ,   13 622
Engenheiro Navarro,  3 123 809 ,   6 354
Entre Folhas,  3 123 858 ,   5 179
Entre Rios de Minas,  3 123 908 ,   14 746
Ervália,  3 124 005 ,   20 255
Esmeraldas,  3 124 104 ,   85 598
Espera Feliz,  3 124 203 ,   24 102
Espinosa,  3 124 302 ,   30 443
Espírito Santo do Dourado,  3 124 401 ,   6 611
Estiva,  3 124 500 ,   11 502
Estrela Dalva,  3 124 609 ,   2 186
Estrela do Indaiá,  3 124 708 ,   2 772
Estrela do Sul,  3 124 807 ,   6 840
Eugenópolis,  3 124 906 ,   10 801
Ewbank da Câmara,  3 125 002 ,   3 875
Extrema,  3 125 101 ,   53 482
Fama,  3 125 200 ,   2 578
Faria Lemos,  3 125 309 ,   3 188
Felício dos Santos,  3 125 408 ,   5 133
São Gonçalo do Rio Preto,  3 125 507 ,   3 032
Felisburgo,  3 125 606 ,   6 489
Felixlândia,  3 125 705 ,   13 978
Fernandes Tourinho,  3 125 804 ,   2 789
Ferros,  3 125 903 ,   9 590
Fervedouro,  3 125 952 ,   10 445
Florestal,  3 126 000 ,   8 045
Formiga,  3 126 109 ,   68 248
Formoso,  3 126 208 ,   7 949
Fortaleza de Minas,  3 126 307 ,   3 477
Fortuna de Minas,  3 126 406 ,   3 093
Francisco Badaró,  3 126 505 ,   7 366
Francisco Dumont,  3 126 604 ,   4 503
Francisco Sá,  3 126 703 ,   23 476
Franciscópolis,  3 126 752 ,   5 034
Frei Gaspar,  3 126 802 ,   5 640
Frei Inocêncio,  3 126 901 ,   8 226
Frei Lagonegro,  3 126 950 ,   3 391
Fronteira,  3 127 008 ,   14 540
Fronteira dos Vales,  3 127 057 ,   4 345
Fruta de Leite,  3 127 073 ,   4 647
Frutal,  3 127 107 ,   58 588
Funilândia,  3 127 206 ,   4 686
Galiléia,  3 127 305 ,   6 222
Gameleiras,  3 127 339 ,   4 793
Glaucilândia,  3 127 354 ,   2 928
Goiabeira,  3 127 370 ,   2 830
Goianá,  3 127 388 ,   4 053
Gonçalves,  3 127 404 ,   4 727
Gonzaga,  3 127 503 ,   5 230
Gouveia,  3 127 602 ,   11 331
Governador Valadares,  3 127 701 ,   257 171
Grão Mogol,  3 127 800 ,   13 901
Grupiara,  3 127 909 ,   1 392
Guanhães,  3 128 006 ,   32 244
Guapé,  3 128 105 ,   13 772
Guaraciaba,  3 128 204 ,   9 753
Guaraciama,  3 128 253 ,   5 051
Guaranésia,  3 128 303 ,   19 150
Guarani,  3 128 402 ,   7 714
Guarará,  3 128 501 ,   3 149
Guarda-Mor,  3 128 600 ,   6 539
Guaxupé,  3 128 709 ,   50 911
Guidoval,  3 128 808 ,   7 131
Guimarânia,  3 128 907 ,   8 478
Guiricema,  3 129 004 ,   7 778
Gurinhatã,  3 129 103 ,   5 192
Heliodora,  3 129 202 ,   6 134
Iapu,  3 129 301 ,   12 030
Ibertioga,  3 129 400 ,   5 198
Ibiá,  3 129 509 ,   22 229
Ibiaí,  3 129 608 ,   6 286
Ibiracatu,  3 129 657 ,   5 081
Ibiraci,  3 129 707 ,   10 948
Ibirité,  3 129 806 ,   170 537
Ibitiúra de Minas,  3 129 905 ,   3 365
Ibituruna,  3 130 002 ,   2 698
Icaraí de Minas,  3 130 051 ,   10 677
Igarapé,  3 130 101 ,   45 847
Igaratinga,  3 130 200 ,   10 830
Iguatama,  3 130 309 ,   6 826
Ijaci,  3 130 408 ,   7 003
Ilicínea,  3 130 507 ,   12 741
Imbé de Minas,  3 130 556 ,   6 986
Inconfidentes,  3 130 606 ,   7 301
Indaiabira,  3 130 655 ,   6 346
Indianópolis,  3 130 705 ,   6 171
Ingaí,  3 130 804 ,   2 580
Inhapim,  3 130 903 ,   22 692
Inhaúma,  3 131 000 ,   6 239
Inimutaba,  3 131 109 ,   7 371
Ipaba,  3 131 158 ,   17 136
Ipanema,  3 131 208 ,   19 522
Ipatinga,  3 131 307 ,   227 731
Ipiaçu,  3 131 406 ,   3 775
Ipuiúna,  3 131 505 ,   9 135
Iraí de Minas,  3 131 604 ,   7 180
Itabira,  3 131 703 ,   113 343
Itabirinha,  3 131 802 ,   10 362
Itabirito,  3 131 901 ,   53 365
Itacambira,  3 132 008 ,   4 252
Itacarambi,  3 132 107 ,   17 208
Itaguara,  3 132 206 ,   13 846
Itaipé,  3 132 305 ,   10 463
Itajubá,  3 132 404 ,   93 073
Itamarandiba,  3 132 503 ,   32 948
Itamarati de Minas,  3 132 602 ,   3 690
Itambacuri,  3 132 701 ,   21 042
Itambé do Mato Dentro,  3 132 800 ,   2 142
Itamogi,  3 132 909 ,   10 770
Itamonte,  3 133 006 ,   14 786
Itanhandu,  3 133 105 ,   15 236
Itanhomi,  3 133 204 ,   11 128
Itaobim,  3 133 303 ,   19 151
Itapagipe,  3 133 402 ,   13 690
Itapecerica,  3 133 501 ,   21 046
Itapeva,  3 133 600 ,   12 692
Itatiaiuçu,  3 133 709 ,   12 966
Itaú de Minas,  3 133 758 ,   14 406
Itaúna,  3 133 808 ,   97 669
Itaverava,  3 133 907 ,   5 642
Itinga,  3 134 004 ,   13 745
Itueta,  3 134 103 ,   6 055
Ituiutaba,  3 134 202 ,   102 217
Itumirim,  3 134 301 ,   6 638
Iturama,  3 134 400 ,   38 295
Itutinga,  3 134 509 ,   4 217
Jaboticatubas,  3 134 608 ,   20 406
Jacinto,  3 134 707 ,   11 042
Jacuí,  3 134 806 ,   7 495
Jacutinga,  3 134 905 ,   25 525
